customer_id,signup_date,plan,industry,region,mrr,acv,seats,contract_type,churn,churn_date,nps_score,health_score,feature_adoption_pct,monthly_logins,support_tickets_30d,api_calls_30d,expansion_mrr,sales_rep,cs_tier,payment_method,acquisition_channel
CUST-01681,12-04-2021,Free,Cybersecurity,Asia-Pacific,0,0.0,3,Monthly,0,,,0.0,56.1,3.6,4,11962,0.0,N/A,Bronze,Credit Card,Paid Search
CUST-00524,03-18-2023,Starter,HR Tech,North America,28.96,347.52,5,Annual,1,2024-06-04,83.0,51.87,52.2,0.6,4,304,0.0,Carol Singh,Bronze,Credit Card,Organic Search
CUST-00233,11-14-2021,Free,Cybersecurity,Asia-Pacific,0,0.0,2,Annual,0,,82.0,54.51,30.4,9.5,3,402,0.0,N/A,Bronze,PayPal,Referral
CUST-00645,05-22-2023,Free,FinTech,North America,0,0.0,2,Monthly,0,,22.0,36.29,44.9,9.6,28,3820,0.0,N/A,Bronze,,Organic Search
CUST-01986,09-11-2022,Free,LegalTech,North America,0,0.0,3,Monthly,0,,53.0,,26.2,17.2,22,8584,0.0,N/A,Bronze,,Paid Search
CUST-00534,02/11/2022,Starter,Real Estate,North America,30.99,316.1,2,Monthly,0,,-52.0,41.75,68.3,5.3,13,1128,0.0,Carol Singh,Bronze,Credit Card,Referral
CUST-01517,2021-08-01,Growth,Real Estate,North America,100.56,1206.72,7,Annual,0,,87.0,37.48,8.6,7.1,16,18240,0.0,David Kim,Bronze,Bank Transfer,Referral
CUST-00604,2022-05-18,Growth,E-Commerce,North America,95.22,971.24,3,Monthly,0,,,0.0,48.1,5.3,21,9878,0.0,David Kim,Silver,Credit Card,Social Media
CUST-01823,10/11/2023,Growth,Logistics,Europe,106.81,1089.46,10,Monthly,0,,30.0,63.45,59.2,13.8,1,906,0.0,David Kim,Bronze,Bank Transfer,Email Campaign
CUST-01075,"January 31, 2021",Free,HR TECH,Asia-Pacific,0,0.0,2,Monthly,1,2021-04-29,-35.0,33.47,8.6,19.0,21,6463,0.0,N/A,Bronze,Credit Card,Social Media
CUST-01562,2021-06-19,Free,Cybersecurity,North America,0,0.0,3,Monthly,0,,73.0,49.29,45.3,1.1,4,341,0.0,N/A,Bronze,Bank Transfer,Paid Search
CUST-00061,27/05/2021,Starter,HealthTech,Europe,27.94,284.99,3,Monthly,0,,72.0,69.02,30.5,31.0,11,3203,0.0,Carol Singh,Bronze,Credit Card,
CUST-01271,"March 22, 2023",Business,HR Tech,Europe,289.85,3478.2,43,Annual,0,,70.0,60.99,62.3,10.3,7,212,0.0,David Kim,Silver,Bank Transfer,Paid Search
CUST-00093,2021-10-11,Free,Logistics,North America,0,0.0,3,Annual,0,,-48.0,32.12,31.0,0.3,4,1577,0.0,N/A,Bronze,Credit Card,Referral
CUST-00667,11/04/2022,Free,Real Estate,Asia-Pacific,0,0.0,2,Monthly,0,,-53.0,38.65,36.0,6.7,5,46,0.0,N/A,Bronze,PayPal,Email Campaign
CUST-00281,05-21-2021,Enterprise,E-Commerce,Europe,1002.77,26473.13,417,Multi-Year,1,2022-10-07,-73.0,20.0,48.4,1.5,28,267,0.0,Alice Chen,Platinum,Credit Card,Email Campaign
CUST-01475,16/08/2021,Starter,Logistics,Latin America,30.49,311.0,2,Monthly,0,,-25.0,57.61,4.8,31.0,2,8428,0.0,David Kim,Bronze,Credit Card,Paid Search
CUST-00360,18/02/2021,Starter,HealthTech,Europe,28.81,345.72,5,Annual,0,,-11.0,20.52,24.0,2.5,27,2233,0.0,Carol Singh,Bronze,Credit Card,Social Media
CUST-01135,25/05/2023,Growth,Cybersecurity,Europe,99.88,1198.56,5,Annual,0,,77.0,72.72,68.8,24.5,14,678,0.0,Alice Chen,Bronze,Credit Card,Paid Search
CUST-01176,"July 14, 2022",Free,EdTech,North America,0,0.0,2,Monthly,0,,-79.0,29.3,10.4,11.1,10,3109,0.0,N/A,Bronze,,Referral
CUST-00848,"August 03, 2022",Starter,Logistics,Europe,25.79,263.06,3,Monthly,1,2023-04-01,-33.0,76.07,69.0,31.0,2,686,0.0,David Kim,Bronze,,Organic Search
CUST-01385,10-09-2021,Starter,E-Commerce,Asia-Pacific,30.79,369.48,4,Annual,0,,-48.0,46.21,28.8,23.8,16,717,10.16,N/A,Bronze,Credit Card,Referral
CUST-00111,"November 28, 2022",Business,HealthTech,North America,292.97,2988.29,44,Monthly,0,,-34.0,56.99,36.7,21.4,2,277,0.0,Grace Liu,Gold,Credit Card,Social Media
CUST-00043,11/01/2023,Free,E-Commerce,North America,0,0.0,2,Monthly,0,,,0.0,40.2,0.1,18,2439,0.0,N/A,Bronze,Credit Card,Organic Search
CUST-00126,2021-11-10,Growth,Cybersecurity,Europe,103.88,1246.56,14,Annual,0,,-92.0,17.89,25.5,7.0,26,451,0.0,David Kim,Silver,Bank Transfer,Direct
CUST-00205,"May 15, 2023",Growth,LegalTech,Middle East & Africa,102.33,1043.77,14,Monthly,0,,87.0,49.01,23.2,13.8,15,1501,0.0,Alice Chen,Silver,Bank Transfer,Organic Search
CUST-00053,"July 24, 2022",Starter,HR Tech,Latin America,30.31,309.16,2,Monthly,1,2023-08-09,-15.0,41.87,34.1,18.4,22,3439,0.0,Carol Singh,Bronze,,Referral
CUST-00546,"April 17, 2021",Starter,EdTech,Asia-Pacific,29.13,349.56,3,Annual,0,,-35.0,36.59,36.4,8.1,13,250,0.0,David Kim,Bronze,Bank Transfer,Direct
CUST-00069,"March 26, 2022",Free,FinTech,North America,0,0.0,2,Monthly,0,,-15.0,20.78,31.6,2.2,29,104,0.0,N/A,Bronze,Invoice,Referral
CUST-01279,2021-08-22,Growth,Real Estate,Asia-Pacific,92.45,1109.4,8,Annual,0,,4.0,39.62,44.1,11.7,23,6538,0.0,David Kim,Bronze,Credit Card,Direct
CUST-01556,2022-01-18,Starter,E-Commerce,North America,29.53,301.21,2,Monthly,0,,-20.0,41.81,30.6,10.3,8,245,14.65,N/A,Bronze,PayPal,Referral
CUST-00184,"August 27, 2023",Growth,LOGISTICS,Europe,96.65,985.83,3,Monthly,1,2024-09-29,-3.0,34.6,20.6,9.7,16,21210,0.0,N/A,Silver,Credit Card,Organic Search
CUST-00138,29/04/2021,Starter,E-Commerce,Asia-Pacific,28.57,291.41,3,Monthly,0,,-26.0,25.38,39.6,6.3,30,191,0.0,Alice Chen,Bronze,Credit Card,Direct
CUST-00900,2021-07-05,Starter,HR Tech,Asia-Pacific,31.06,316.81,2,Monthly,0,,21.0,44.82,30.4,5.1,2,238,0.0,Carol Singh,Bronze,Credit Card,Direct
CUST-00797,11-20-2023,Business,Logistics,North America,296.37,3556.44,38,Annual,1,2024-11-14,-23.0,19.91,34.3,1.3,29,2448,0.0,Bob Martinez,Silver,Credit Card,
CUST-00133,02-09-2021,Starter,LegalTech,Europe,28.49,341.88,2,Annual,0,,17.0,34.93,6.7,17.1,23,2330,0.0,Bob Martinez,Bronze,Credit Card,Email Campaign
CUST-00081,20/10/2023,Free,HealthTech,North America,0,0.0,1,Annual,1,2024-11-15,20.0,22.01,23.5,0.3,26,2175,0.0,N/A,Bronze,Credit Card,Direct
CUST-01491,20/08/2022,Starter,MarTech,Asia-Pacific,27.62,331.44,4,Annual,0,,-39.0,24.99,22.7,11.1,28,3229,10.33,Bob Martinez,Bronze,Credit Card,Organic Search
CUST-01549,12/09/2021,Enterprise,CYBERSECURITY,Europe,981.45,11777.4,112,Annual,0,,11.0,27.24,21.0,8.1,27,3719,0.0,Grace Liu,Platinum,PayPal,Referral
CUST-00542,2022-06-01,Starter,Logistics,North America,29.41,299.98,1,Monthly,0,,-18.0,29.61,6.6,0.1,1,1094,0.0,Bob Martinez,Bronze,Invoice,Organic Search
CUST-01638,2022-08-18,Starter,E-Commerce,Europe,27.49,280.4,5,Monthly,0,,23.0,40.28,47.0,4.7,16,9326,11.41,Bob Martinez,Bronze,Bank Transfer,
CUST-00984,12-03-2021,Starter,EdTech,North America,29.67,302.63,5,Monthly,0,,-9.0,48.15,51.8,5.0,2,4788,0.0,David Kim,Bronze,Credit Card,Direct
CUST-00166,17/04/2022,Growth,healthtech,North America,107.0,1091.4,11,Monthly,1,2023-05-10,86.0,71.28,75.6,31.0,30,1283,0.0,Bob Martinez,Bronze,Credit Card,Email Campaign
CUST-00249,"January 16, 2022",Starter,LegalTech,Europe,27.47,280.19,4,Monthly,1,2022-09-03,-80.0,30.76,27.5,1.9,2,2746,0.0,David Kim,Bronze,Credit Card,Direct
CUST-00447,30/10/2021,Growth,HealthTech,Europe,96.65,985.83,12,Monthly,1,2023-02-20,48.0,44.42,42.4,15.4,27,980,0.0,Carol Singh,Silver,Bank Transfer,Paid Search
CUST-01663,"June 01, 2021",Starter,Logistics,North America,26.42,269.48,4,Monthly,1,2021-09-24,39.0,61.53,75.5,14.1,13,2046,0.0,N/A,Bronze,Invoice,Paid Search
CUST-00859,2022-01-22,Starter,MarTech,Europe,29.28,298.66,3,Monthly,0,,91.0,63.71,53.9,16.3,11,695,0.0,Carol Singh,Bronze,Credit Card,Email Campaign
CUST-01311,"September 28, 2022",Business,LegalTech,Asia-Pacific,285.15,3421.8,47,Annual,0,,53.0,44.09,43.6,5.9,15,1694,44.93,David Kim,Gold,Credit Card,Social Media
CUST-00098,13/08/2021,Free,FinTech,Europe,0,0.0,2,Monthly,0,,7.0,,11.3,0.5,4,2248,0.0,N/A,Bronze,Credit Card,Paid Search
CUST-01984,"July 01, 2022",Growth,FinTech,Europe,88.85,906.27,4,Monthly,0,,54.0,62.27,34.7,23.9,10,1097,0.0,Bob Martinez,Silver,PayPal,Referral
CUST-00738,"August 24, 2021",Free,MarTech,North America,0,0.0,3,Monthly,1,2023-01-15,-47.0,28.83,32.9,2.4,13,480,0.0,N/A,Bronze,Credit Card,Paid Search
CUST-01263,06-30-2021,Starter,E-Commerce,North America,28.6,343.2,4,Annual,0,,-55.0,22.42,51.1,1.3,28,626,0.0,Carol Singh,Bronze,Credit Card,Email Campaign
CUST-00103,2023-02-28,Business,LegalTech,North America,311.75,3741.0,23,Annual,0,,33.0,30.9,46.1,3.9,30,315,0.0,Bob Martinez,Silver,Invoice,Product Hunt
CUST-00435,20/02/2021,Free,Cybersecurity,Latin America,0,0.0,2,Monthly,0,,-90.0,48.93,73.6,21.2,22,13840,0.0,N/A,Bronze,Credit Card,Partner
CUST-00075,04-02-2023,Growth,HR Tech,Asia-Pacific,97.75,997.05,6,Monthly,0,,-18.0,21.41,26.5,1.3,24,344,0.0,N/A,Silver,Bank Transfer,Direct
CUST-01802,"November 09, 2023",Business,Cybersecurity,Asia-Pacific,317.79,3813.48,29,Annual,0,,-50.0,16.69,19.4,4.0,27,2382,0.0,Frank Osei,Gold,Credit Card,Organic Search
CUST-01724,"February 22, 2022",Growth,LegalTech,Latin America,103.13,1051.93,15,Monthly,0,,88.0,70.28,51.6,31.0,21,3637,28.1,Carol Singh,Bronze,PayPal,Organic Search
CUST-00919,2022-01-04,Growth,CYBERSECURITY,North America,102.4,1228.8,10,Annual,0,,-85.0,29.9,15.2,8.1,6,3045,40.03,Alice Chen,Silver,Credit Card,Organic Search
CUST-01721,02/05/2023,Enterprise,EdTech,Europe,972.07,25662.65,56,Multi-Year,0,,75.0,,55.3,4.5,25,905,0.0,Frank Osei,Platinum,PayPal,Referral
CUST-01680,09-15-2022,Enterprise,EdTech,Europe,1023.08,12276.96,374,Annual,0,,8.0,40.82,65.7,1.7,17,1163,0.0,Eva Rossi,Gold,Bank Transfer,
CUST-01629,2021-10-05,Free,Cybersecurity,Asia-Pacific,0,0.0,2,Annual,0,,-6.0,51.6,48.1,10.1,3,2188,0.0,N/A,Bronze,Credit Card,Partner
CUST-00763,"July 07, 2021",Starter,HealthTech,Europe,30.04,360.48,2,Annual,0,,81.0,50.8,26.1,19.5,21,3840,0.0,David Kim,Bronze,Credit Card,Product Hunt
CUST-00990,18/08/2023,Starter,EdTech,North America,31.52,321.5,1,Monthly,1,2023-09-01,94.0,74.89,64.9,26.2,14,855,0.0,David Kim,Bronze,Bank Transfer,
CUST-00389,2021-01-04,Starter,Cybersecurity,Latin America,29.23,298.15,3,Monthly,0,,-33.0,28.33,6.1,5.3,8,84,0.0,Carol Singh,Bronze,Invoice,Partner
CUST-00236,2022-03-22,Free,EdTech,Europe,0,0.0,1,Monthly,0,,-81.0,30.28,27.9,13.1,19,2327,0.0,N/A,Bronze,Invoice,Partner
CUST-01515,08/12/2022,Starter,Real Estate,North America,30.06,306.61,1,Monthly,0,,21.0,51.74,40.7,12.5,7,417,0.0,Carol Singh,Bronze,Bank Transfer,Social Media
CUST-00268,09-07-2022,Free,HR Tech,North America,0,0.0,2,Monthly,0,,99.0,48.87,50.3,4.7,16,335,0.0,N/A,Bronze,Bank Transfer,Social Media
CUST-01194,19/11/2021,Business,edtech,North America,302.94,3089.99,27,Monthly,0,,93.0,32.44,28.3,4.8,30,361,0.0,Carol Singh,Gold,Invoice,Email Campaign
CUST-00118,"June 24, 2022",Growth,HealthTech,North America,105.99,1271.88,11,Annual,0,,-54.0,36.04,23.8,7.2,4,103,35.3,Bob Martinez,Silver,PayPal,
CUST-01615,02-23-2021,Starter,HealthTech,Europe,29.37,352.44,5,Annual,0,,-87.0,22.99,8.7,14.2,22,41,0.0,David Kim,Bronze,Credit Card,Social Media
CUST-00674,16/07/2022,Starter,Cybersecurity,Europe,28.81,345.72,5,Annual,0,,22.0,40.24,25.0,4.0,5,1090,0.0,N/A,Bronze,Credit Card,Referral
CUST-00250,"May 21, 2021",Starter,EdTech,North America,27.45,279.99,2,Monthly,1,2021-11-04,95.0,62.39,67.6,15.1,18,665,0.0,David Kim,Bronze,PayPal,Referral
CUST-01461,2021-03-20,Starter,Real Estate,North America,27.86,334.32,4,Annual,0,,,0.0,59.6,3.6,16,3656,0.0,David Kim,Bronze,Credit Card,Direct
CUST-01757,"October 19, 2023",Starter,Real Estate,Europe,27.64,281.93,5,Monthly,1,2025-03-15,-57.0,37.14,45.0,6.9,11,1843,0.0,Bob Martinez,Bronze,Credit Card,Partner
CUST-00095,2023-10-08,Starter,FinTech,Asia-Pacific,28.03,285.91,5,Monthly,0,,,0.0,19.6,0.1,30,1440,0.0,N/A,Bronze,Bank Transfer,Product Hunt
CUST-00034,01-06-2023,Free,FinTech,North America,0,0.0,3,Monthly,1,2024-04-20,0.0,31.26,30.7,3.5,17,1123,0.0,N/A,Bronze,Bank Transfer,Organic Search
CUST-01472,11-03-2021,Enterprise,E-Commerce,North America,1024.51,12294.12,475,Annual,0,,4.0,61.75,15.6,31.0,5,3823,0.0,Grace Liu,Platinum,Credit Card,Direct
CUST-01677,09-12-2021,Starter,EdTech,Europe,28.53,342.36,4,Annual,0,,54.0,37.0,47.5,1.4,21,787,0.0,Carol Singh,Bronze,Bank Transfer,Organic Search
CUST-00449,08-07-2021,Free,EDTECH,Asia-Pacific,0,0.0,3,Monthly,0,,-77.0,36.41,42.6,6.2,7,590,0.0,N/A,Bronze,Credit Card,Social Media
CUST-00717,16/06/2021,Free,EdTech,Asia-Pacific,0,0.0,3,Monthly,1,2022-04-08,65.0,43.49,50.6,6.0,21,1318,0.0,N/A,Bronze,Credit Card,Paid Search
CUST-01272,09-28-2022,Starter,Cybersecurity,Latin America,27.43,329.16,5,Annual,1,2023-05-07,78.0,36.32,29.9,1.6,18,688,0.0,Bob Martinez,Bronze,Credit Card,Paid Search
CUST-01526,2022-01-09,Business,Logistics,North America,283.8,2894.76,22,Monthly,0,,14.0,25.63,13.8,5.6,23,1485,0.0,Grace Liu,Gold,Bank Transfer,Organic Search
CUST-00001,2021-08-17,Starter,HealthTech,North America,$27.73,282.85,2,Monthly,0,,-49.0,31.27,41.2,6.0,18,807,10.41,David Kim,Bronze,Bank Transfer,
CUST-01775,08-09-2021,Growth,Logistics,Asia-Pacific,99.7,1196.4,6,Annual,1,2022-12-10,58.0,62.79,63.7,10.9,4,1925,0.0,Alice Chen,Silver,PayPal,Organic Search
CUST-01102,08/09/2023,Business,MarTech,Europe,293.62,2994.92,43,Monthly,1,2024-06-04,-90.0,51.14,25.4,27.4,6,615,0.0,Eva Rossi,Gold,Credit Card,Partner
CUST-01109,15/06/2021,Business,HealthTech,North America,284.69,2903.84,50,Monthly,0,,-53.0,11.43,18.0,0.0,28,207,0.0,Carol Singh,Gold,PayPal,Email Campaign
CUST-01233,03/09/2021,Free,Logistics,Asia-Pacific,0,0.0,1,Monthly,0,,-53.0,39.9,20.0,10.2,1,9299,0.0,N/A,Bronze,Credit Card,Email Campaign
CUST-00083,"July 29, 2023",Free,legaltech,Latin America,0,0.0,3,Monthly,0,,-26.0,64.43,61.2,31.0,17,105,0.0,N/A,Bronze,PayPal,Product Hunt
CUST-01469,"February 08, 2021",Business,HR Tech,North America,321.71,3860.52,38,Annual,1,2021-10-22,-46.0,36.55,8.7,28.8,29,1388,0.0,Frank Osei,Gold,Credit Card,Social Media
CUST-00677,2022-08-22,Free,HR Tech,Europe,0,0.0,3,Monthly,0,,24.0,45.83,70.8,0.2,12,7347,0.0,N/A,Bronze,Bank Transfer,Social Media
CUST-01484,2021-05-09,Free,HR Tech,Europe,0,0.0,3,Monthly,0,,33.0,50.29,73.3,9.3,21,61,0.0,N/A,Bronze,Credit Card,Direct
CUST-01047,"March 27, 2023",Growth,martech,Europe,98.65,1006.23,7,Monthly,0,,60.0,60.47,68.3,4.8,1,4728,0.0,Alice Chen,Bronze,Bank Transfer,Direct
CUST-00771,2023-06-25,Growth,FinTech,Asia-Pacific,102.33,1227.96,14,Annual,0,,21.0,75.42,44.4,31.0,0,1687,0.0,David Kim,Bronze,Credit Card,Organic Search
CUST-01222,2022-03-28,Business,HealthTech,North America,280.5,3366.0,50,Annual,0,,46.0,26.16,27.4,0.7,26,232,0.0,Carol Singh,Silver,Credit Card,Social Media
CUST-01288,27/10/2021,Free,HealthTech,North America,0,0.0,3,Monthly,0,,81.0,64.52,58.0,16.9,11,1057,0.0,N/A,Bronze,Invoice,Email Campaign
CUST-01589,11-24-2021,Growth,MarTech,Europe,99.22,1190.64,5,Annual,0,,-60.0,47.99,24.4,31.0,20,1594,0.0,Carol Singh,Bronze,Credit Card,Social Media
CUST-01648,"April 30, 2022",Starter,E-Commerce,  Asia-Pacific  ,27.66,282.13,1,Monthly,1,2023-01-25,32.0,69.71,69.7,17.5,2,5855,0.0,Carol Singh,Bronze,Bank Transfer,Organic Search
CUST-00405,2021-09-18,Enterprise,HealthTech,North America,986.51,26043.86,150,Multi-Year,0,,95.0,54.26,42.6,11.0,13,243,0.0,Carol Singh,Platinum,Credit Card,Organic Search
CUST-01737,2023-08-14,Free,HealthTech,Europe,0,0.0,2,Monthly,0,,-77.0,33.94,24.2,24.5,29,695,0.0,N/A,Bronze,Credit Card,Partner
CUST-01306,07-17-2022,Business,FinTech,Middle East & Africa,282.09,7447.18,39,Multi-Year,1,2022-11-17,,0.0,19.3,20.4,6,465,0.0,Frank Osei,Silver,PayPal,Email Campaign
CUST-01348,18/04/2023,Starter,FinTech,North America,30.34,309.47,4,Monthly,0,,-19.0,50.27,50.2,16.3,13,2150,0.0,David Kim,Bronze,Bank Transfer,Partner
CUST-00105,2023-08-17,Enterprise,EdTech,Asia-Pacific,1023.21,27012.74,346,Multi-Year,1,2023-10-13,67.0,53.71,68.9,3.8,11,2378,0.0,Alice Chen,Gold,PayPal,Email Campaign
CUST-00689,"June 02, 2022",Free,Cybersecurity,North America,0,0.0,3,Monthly,0,,37.0,62.43,60.2,31.0,29,3889,0.0,N/A,Bronze,Credit Card,Referral
CUST-01729,"December 09, 2022",Enterprise,HR Tech,Asia-Pacific,963.14,25426.9,354,Multi-Year,1,2023-06-19,-54.0,45.13,55.4,13.0,13,738,0.0,Eva Rossi,Gold,Bank Transfer,Social Media
CUST-00827,2023-10-18,Business,HR Tech,Europe,313.76,3200.35,32,Monthly,0,,16.0,42.86,27.9,8.5,8,18675,0.0,David Kim,Silver,Credit Card,Referral
CUST-00063,"December 30, 2023",Starter,HR Tech,North America,30.99,371.88,4,Annual,1,2025-05-26,-7.0,40.91,34.3,11.7,15,2219,0.0,Alice Chen,Bronze,,Email Campaign
CUST-00853,2023-09-19,Free,LOGISTICS,Europe,0,0.0,3,Monthly,0,,-64.0,14.99,13.7,2.7,23,327,0.0,N/A,Bronze,PayPal,Email Campaign
CUST-01361,"October 17, 2021",Starter,MarTech,Asia-Pacific,28.66,292.33,3,Monthly,1,2022-12-12,27.0,43.99,46.5,13.1,23,30625,0.0,Carol Singh,Bronze,PayPal,Email Campaign
CUST-00224,04/12/2021,Free,Cybersecurity,Europe,0,0.0,3,Monthly,0,,-64.0,45.55,15.4,31.0,19,146,0.0,N/A,Bronze,Bank Transfer,Direct
CUST-00146,"September 20, 2021",Free,FinTech,North America,0,0.0,2,Monthly,0,,-94.0,20.11,31.2,3.6,20,4313,0.0,N/A,Bronze,Credit Card,Social Media
CUST-01089,"July 08, 2023",Free,E-Commerce,North America,0,0.0,3,Annual,1,2024-12-28,-40.0,43.36,80.9,2.5,14,48,0.0,N/A,Bronze,Bank Transfer,Direct
CUST-00374,01-01-2022,Starter,HealthTech,Latin America,30.03,306.31,4,Monthly,0,,8.0,35.87,36.9,0.0,9,1004,0.0,Carol Singh,Bronze,Bank Transfer,
CUST-01428,31/01/2023,Free,EDTECH,Europe,0,0.0,2,Monthly,1,2023-02-22,78.0,47.84,35.1,11.2,17,814,0.0,N/A,Bronze,PayPal,Paid Search
CUST-01143,"June 24, 2021",Starter,HR TECH,Europe,30.18,307.84,3,Monthly,0,,-29.0,45.99,33.3,9.2,0,8618,0.0,Alice Chen,Bronze,PayPal,Partner
CUST-01881,2022-03-01,Free,E-Commerce,Europe,0,0.0,1,Monthly,0,,83.0,43.11,38.4,3.4,15,2350,0.0,N/A,Bronze,PayPal,Direct
CUST-01503,06/11/2023,Starter,Logistics,Latin America,29.38,299.68,1,Monthly,0,,58.0,38.17,19.3,6.8,15,157,14.3,David Kim,Bronze,PayPal,Paid Search
CUST-01610,"March 27, 2023",Free,Logistics,Europe,0,0.0,2,Monthly,0,,-63.0,30.21,27.5,4.4,9,7614,0.0,N/A,Bronze,PayPal,Referral
CUST-01990,29/04/2022,Starter,HealthTech,Latin America,30.74,313.55,3,Monthly,0,,-11.0,52.48,62.2,10.6,8,143,0.0,Bob Martinez,Bronze,Credit Card,Product Hunt
CUST-00010,2021-03-07,Growth,Logistics,Asia-Pacific,98.89,1008.68,5,Monthly,0,,-31.0,36.14,31.6,3.2,5,16799,0.0,N/A,Silver,Credit Card,Organic Search
CUST-00450,21/05/2023,Starter,EdTech,Asia-Pacific,29.79,303.86,2,Monthly,0,,-69.0,32.94,31.4,8.7,12,552,0.0,Bob Martinez,Bronze,Credit Card,Organic Search
CUST-00709,01/09/2022,Free,LegalTech,North America,0,0.0,1,Monthly,0,,56.0,65.7,38.1,31.0,17,11215,0.0,N/A,Bronze,Credit Card,Paid Search
CUST-00256,"March 23, 2021",Growth,Real Estate,Europe,98.16,1177.92,14,Annual,0,,-85.0,54.0,67.0,13.5,1,393,12.78,Alice Chen,Silver,Invoice,Organic Search
CUST-00883,13/11/2021,Starter,Logistics,Europe,29.88,358.56,4,Annual,0,,70.0,44.35,25.4,13.5,20,237,0.0,Alice Chen,Bronze,Credit Card,Social Media
CUST-00390,12-01-2023,Growth,MarTech,  Europe  ,93.91,957.88,8,Monthly,1,2025-02-02,,0.0,26.0,6.1,24,1669,0.0,Bob Martinez,Bronze,Bank Transfer,Paid Search
CUST-00909,"October 27, 2022",Starter,MarTech,North America,30.15,307.53,4,Monthly,0,,25.0,,14.3,3.3,3,123,12.42,Carol Singh,Bronze,Credit Card,Paid Search
CUST-00925,2023-10-17,Enterprise,E-Commerce,Europe,920.87,24310.97,23,Multi-Year,0,,-70.0,28.64,49.7,4.2,20,329,0.0,Grace Liu,Gold,Credit Card,Organic Search
CUST-01713,2022-05-17,Growth,Real Estate,North America,100.07,1200.84,13,Annual,1,2023-07-26,55.0,49.22,20.2,21.0,19,401,0.0,N/A,Silver,PayPal,Organic Search
CUST-01330,2021-05-07,Starter,HealthTech,North America,28.55,291.21,1,Monthly,0,,-56.0,21.5,13.0,4.0,16,972,0.0,Carol Singh,Bronze,PayPal,Organic Search
CUST-00461,12-24-2023,Growth,FinTech,North America,97.54,994.91,13,Monthly,0,,8.0,35.48,60.8,3.9,26,4715,0.0,N/A,Silver,Credit Card,Referral
CUST-01319,2021-07-04,Enterprise,HR Tech,North America,984.26,25984.46,325,Multi-Year,0,,-84.0,51.85,36.4,31.0,16,862,120.11,David Kim,Gold,Credit Card,Email Campaign
CUST-01710,17/08/2022,Starter,real estate,North America,26.8,273.36,4,Monthly,0,,25.0,46.83,43.3,6.9,8,431,0.0,Alice Chen,Bronze,PayPal,Referral
CUST-01169,07-25-2022,Starter,HealthTech,Asia-Pacific,28.91,294.88,5,Monthly,0,,-14.0,49.08,24.6,15.6,3,260,0.0,Alice Chen,Bronze,Bank Transfer,Referral
CUST-00959,"August 10, 2022",Free,MarTech,North America,0,0.0,3,Annual,0,,78.0,45.72,11.9,4.5,0,1927,0.0,N/A,Bronze,PayPal,Paid Search
CUST-00502,02-19-2023,Free,MarTech,Europe,0,0.0,2,Annual,0,,-37.0,39.91,53.0,5.9,12,188,0.0,N/A,Bronze,PayPal,Partner
CUST-00740,2021-11-02,Free,LegalTech,North America,0,0.0,1,Monthly,0,,-34.0,20.66,19.6,5.7,26,10690,0.0,N/A,Bronze,Credit Card,Referral
CUST-01860,2023-11-29,Business,MarTech,Latin America,284.81,3417.72,32,Annual,0,,-8.0,49.18,66.6,0.0,0,659,0.0,Eva Rossi,Gold,Credit Card,Paid Search
CUST-00869,08/11/2021,Growth,Real Estate,Europe,98.06,1176.72,4,Annual,1,2022-02-11,100.0,57.85,57.0,5.6,7,2247,0.0,N/A,Silver,Bank Transfer,Direct
CUST-00732,07-19-2023,Business,Cybersecurity,North America,323.56,3882.72,16,Annual,1,2024-02-01,-28.0,58.76,52.5,18.4,3,490,0.0,Grace Liu,Gold,Invoice,Direct
CUST-00540,"July 24, 2022",Starter,Cybersecurity,Latin America,28.92,347.04,5,Annual,0,,65.0,46.09,11.8,9.7,5,918,0.0,David Kim,Bronze,Credit Card,Direct
CUST-01202,04-12-2021,Starter,MarTech,North America,27.79,283.46,2,Monthly,0,,18.0,58.58,37.0,16.2,0,573,11.08,Bob Martinez,Bronze,Credit Card,Partner
CUST-00698,2021-11-02,Growth,Real Estate,North America,91.85,936.87,7,Monthly,0,,45.0,38.71,48.8,3.0,20,140,0.0,Alice Chen,Silver,Bank Transfer,Email Campaign
CUST-01400,"June 16, 2023",Starter,CYBERSECURITY,North America,27.27,327.24,2,Annual,0,,-61.0,30.97,22.7,4.4,6,214,11.65,Bob Martinez,Bronze,Invoice,Email Campaign
CUST-01384,04-09-2022,Starter,Cybersecurity,North America,28.91,294.88,2,Monthly,0,,,0.0,44.3,1.0,12,7458,0.0,David Kim,Bronze,PayPal,Referral
CUST-01146,07-17-2021,Free,Cybersecurity,North America,0,0.0,3,Monthly,1,2021-10-08,-80.0,28.3,56.1,2.9,20,839,0.0,N/A,Bronze,PayPal,Direct
CUST-01032,22/07/2021,Free,Real Estate,Latin America,0,0.0,2,Monthly,0,,-43.0,38.91,25.2,7.9,3,931,0.0,N/A,Bronze,Credit Card,Paid Search
CUST-00373,06-19-2022,Free,Real Estate,Europe,0,0.0,3,Monthly,0,,17.0,45.82,57.0,16.9,29,1873,0.0,N/A,Bronze,PayPal,Social Media
CUST-00668,2023-01-10,Growth,HR Tech,North America,100.93,1211.16,9,Annual,0,,-80.0,35.41,38.7,11.5,14,318,0.0,Alice Chen,Silver,Bank Transfer,Social Media
